Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
6,4,9,7,yes,yes,hadoop,testing,excellent,medium,cloud computing,Business process analyst,Product based,no,Management,hard worker,no,yes,Applications Developer
8,1,9,7,yes,yes,information security,game development,medium,medium,networks,developer,Cloud Services,yes,Technical,smart worker,no,yes,Applications Developer
7,2,1,8,no,yes,machine learning,data science,poor,excellent,Software Engineering,security,Web Services,yes,Management,hard worker,yes,yes,Applications Developer
3,4,5,5,yes,yes,r programming,system designing,excellent,poor,Software Engineering,security,Sales and Marketing,no,Management,hard worker,no,no,Applications Developer
3,4,3,3,yes,no,information security,database security,poor,medium,programming,developer,Service Based,no,Management,smart worker,yes,no,Applications Developer
3,4,2,3,yes,no,python,hacking,poor,poor,Management,system developer,Sales and Marketing,yes,Technical,smart worker,yes,yes,Applications Developer
1,1,9,1,no,yes,distro making,testing,excellent,excellent,Computer Architecture,developer,Sales and Marketing,yes,Management,smart worker,no,no,Applications Developer
7,1,9,4,no,no,r programming,data science,poor,excellent,cloud computing,security,Testing and Maintainance Services,yes,Technical,hard worker,yes,yes,Applications Developer
8,2,1,8,no,yes,hadoop,database security,medium,medium,Software Engineering,developer,SAaS services,no,Management,hard worker,yes,no,Applications Developer
7,4,9,3,yes,yes,python,hacking,poor,poor,parallel computing,cloud computing,Web Services,no,Technical,hard worker,no,yes,Applications Developer
5,2,1,7,no,no,full stack,database security,excellent,excellent,cloud computing,security,BPA,yes,Technical,hard worker,no,yes,Applications Developer
1,1,7,4,no,no,python,testing,poor,medium,hacking,developer,SAaS services,no,Technical,hard worker,yes,no,Applications Developer
8,3,7,3,yes,no,shell programming,database security,medium,excellent,IOT,system developer,Cloud Services,no,Management,smart worker,yes,no,Applications Developer
1,6,6,7,no,no,full stack,data science,excellent,poor,Computer Architecture,system developer,BPA,yes,Technical,smart worker,yes,yes,Applications Developer
7,5,3,2,yes,yes,machine learning,cloud computing,poor,poor,hacking,Business process analyst,Product based,yes,Technical,hard worker,no,no,Applications Developer
9,4,3,4,yes,no,shell programming,system designing,medium,excellent,Management,system developer,BPA,no,Management,hard worker,yes,yes,Applications Developer
4,5,3,1,yes,yes,machine learning,hacking,poor,medium,programming,testing,Sales and Marketing,no,Management,hard worker,no,no,Applications Developer
8,4,8,8,yes,no,python,data science,poor,poor,Software Engineering,Business process analyst,BPA,yes,Management,smart worker,yes,no,Applications Developer
5,3,6,4,no,no,hadoop,game development,medium,excellent,data engineering,testing,product development,yes,Management,hard worker,no,no,Applications Developer
9,4,8,8,no,yes,shell programming,database security,medium,excellent,Computer Architecture,Business process analyst,Product based,no,Management,hard worker,yes,yes,Applications Developer
7,4,1,9,yes,yes,information security,system designing,excellent,excellent,data engineering,security,Cloud Services,no,Technical,hard worker,yes,yes,Applications Developer
4,0,2,4,yes,no,python,web technologies,poor,poor,cloud computing,testing,Testing and Maintainance Services,no,Technical,smart worker,yes,no,Applications Developer
5,2,1,6,yes,no,shell programming,hacking,excellent,poor,networks,security,Finance,no,Management,hard worker,yes,no,Applications Developer
6,2,9,2,yes,yes,full stack,data science,medium,poor,networks,Business process analyst,BPA,yes,Management,hard worker,no,yes,Applications Developer
2,6,5,1,yes,no,full stack,cloud computing,poor,excellent,parallel computing,cloud computing,SAaS services,yes,Management,hard worker,yes,no,Applications Developer
6,2,4,2,no,yes,distro making,system designing,medium,excellent,data engineering,cloud computing,product development,yes,Management,hard worker,no,yes,Applications Developer
8,3,7,2,no,no,full stack,database security,medium,excellent,programming,cloud computing,Finance,no,Management,smart worker,no,no,Applications Developer
8,2,4,9,yes,no,r programming,testing,excellent,excellent,data engineering,system developer,Finance,no,Management,smart worker,no,no,Applications Developer
9,1,3,2,yes,no,r programming,cloud computing,excellent,medium,hacking,Business process analyst,Web Services,no,Technical,hard worker,yes,no,Applications Developer
5,4,3,4,no,yes,machine learning,game development,poor,medium,Management,Business process analyst,product development,no,Management,hard worker,yes,yes,Applications Developer
2,3,6,6,yes,no,distro making,data science,poor,medium,cloud computing,system developer,product development,yes,Management,smart worker,yes,no,Applications Developer
9,2,7,5,no,yes,shell programming,hacking,excellent,excellent,networks,system developer,Finance,no,Management,smart worker,yes,yes,Applications Developer
4,5,5,3,yes,yes,full stack,testing,poor,poor,Software Engineering,developer,Sales and Marketing,yes,Technical,smart worker,yes,yes,Applications Developer
6,4,7,9,yes,no,python,system designing,medium,poor,Computer Architecture,security,Web Services,no,Technical,smart worker,yes,yes,Applications Developer
7,1,8,8,yes,yes,app development,database security,excellent,excellent,Management,Business process analyst,product development,no,Technical,hard worker,yes,yes,Applications Developer
1,1,8,1,yes,yes,python,hacking,medium,poor,hacking,testing,Product based,no,Management,smart worker,no,no,Applications Developer
7,4,5,5,no,no,app development,game development,poor,poor,Software Engineering,security,Web Services,no,Management,smart worker,no,yes,Applications Developer
3,2,1,7,no,yes,machine learning,game development,poor,medium,Software Engineering,testing,Sales and Marketing,yes,Management,smart worker,yes,yes,Applications Developer
1,6,2,3,no,yes,python,hacking,excellent,excellent,networks,testing,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Applications Developer
1,3,1,9,no,no,shell programming,hacking,poor,poor,IOT,Business process analyst,Product based,no,Technical,smart worker,no,no,Applications Developer
7,5,7,4,no,no,information security,testing,poor,excellent,IOT,developer,Web Services,yes,Technical,hard worker,no,no,Applications Developer
4,2,4,4,yes,yes,shell programming,web technologies,excellent,poor,networks,testing,SAaS services,no,Technical,smart worker,no,no,Applications Developer
1,2,9,6,no,no,full stack,hacking,medium,medium,networks,system developer,Finance,yes,Technical,hard worker,no,yes,Applications Developer
7,0,8,8,yes,no,full stack,web technologies,excellent,poor,data engineering,security,Cloud Services,no,Management,smart worker,yes,yes,Applications Developer
4,0,1,5,yes,yes,python,testing,poor,poor,parallel computing,cloud computing,Product based,no,Management,hard worker,yes,no,Applications Developer
1,1,2,2,yes,yes,distro making,hacking,poor,poor,networks,testing,Testing and Maintainance Services,yes,Management,hard worker,yes,yes,Applications Developer
3,1,9,3,no,yes,information security,cloud computing,medium,poor,hacking,Business process analyst,Finance,yes,Technical,hard worker,no,no,Applications Developer
6,0,3,2,yes,yes,distro making,database security,medium,excellent,hacking,security,Product based,no,Technical,hard worker,no,yes,Applications Developer
5,0,9,7,yes,yes,python,hacking,excellent,poor,Computer Architecture,security,BPA,no,Technical,hard worker,yes,yes,Applications Developer
7,1,7,8,yes,yes,app development,data science,medium,excellent,Software Engineering,system developer,Web Services,yes,Management,smart worker,no,yes,Applications Developer
2,2,2,5,no,yes,hadoop,testing,excellent,medium,parallel computing,system developer,Testing and Maintainance Services,yes,Technical,smart worker,yes,no,Applications Developer
4,2,9,3,yes,yes,app development,cloud computing,medium,poor,data engineering,testing,SAaS services,no,Technical,hard worker,no,no,Applications Developer
6,0,3,7,no,yes,distro making,data science,medium,medium,parallel computing,system developer,Sales and Marketing,yes,Management,smart worker,yes,yes,Applications Developer
8,3,2,7,yes,no,r programming,web technologies,medium,excellent,networks,system developer,Sales and Marketing,yes,Technical,smart worker,yes,no,Applications Developer
2,3,4,6,yes,no,python,data science,poor,medium,parallel computing,security,product development,no,Management,smart worker,yes,no,Applications Developer
9,1,5,4,no,no,shell programming,web technologies,excellent,medium,Computer Architecture,cloud computing,SAaS services,yes,Management,hard worker,no,yes,Applications Developer
1,0,3,3,no,no,r programming,testing,excellent,excellent,data engineering,system developer,Service Based,no,Technical,smart worker,yes,yes,Applications Developer
4,1,7,9,no,no,information security,system designing,poor,poor,parallel computing,cloud computing,Web Services,yes,Technical,smart worker,yes,no,Applications Developer
1,2,1,8,no,yes,r programming,web technologies,medium,excellent,data engineering,developer,Sales and Marketing,no,Management,hard worker,yes,no,Applications Developer
4,5,9,1,no,no,full stack,game development,excellent,medium,Computer Architecture,Business process analyst,Product based,no,Management,smart worker,yes,no,Applications Developer
4,4,6,7,no,no,machine learning,testing,poor,medium,networks,testing,Finance,no,Management,hard worker,no,no,Applications Developer
9,1,2,1,yes,yes,shell programming,system designing,medium,excellent,programming,Business process analyst,BPA,no,Management,hard worker,no,no,Applications Developer
1,5,1,8,no,yes,r programming,cloud computing,excellent,excellent,cloud computing,cloud computing,Cloud Services,no,Technical,hard worker,yes,no,Applications Developer
9,3,1,8,no,no,machine learning,database security,poor,medium,cloud computing,Business process analyst,Finance,yes,Technical,smart worker,no,yes,Applications Developer
3,6,5,4,no,no,shell programming,testing,excellent,medium,hacking,cloud computing,Service Based,yes,Technical,hard worker,no,no,Applications Developer
3,6,4,5,yes,yes,python,web technologies,medium,medium,Management,Business process analyst,Web Services,yes,Technical,smart worker,yes,yes,Applications Developer
8,0,1,6,yes,no,information security,cloud computing,poor,poor,programming,Business process analyst,Product based,no,Management,hard worker,yes,yes,Applications Developer
8,0,9,8,no,yes,distro making,hacking,medium,medium,cloud computing,cloud computing,Service Based,no,Technical,hard worker,no,no,Applications Developer
9,0,4,4,yes,yes,r programming,cloud computing,medium,medium,networks,developer,Cloud Services,yes,Management,hard worker,no,yes,Applications Developer
2,2,2,4,yes,no,hadoop,data science,medium,excellent,IOT,developer,product development,yes,Management,smart worker,yes,no,Applications Developer
8,2,2,4,yes,no,python,testing,poor,poor,cloud computing,developer,Cloud Services,yes,Technical,smart worker,no,yes,Applications Developer
1,3,8,4,yes,yes,python,game development,poor,excellent,Computer Architecture,security,Finance,yes,Management,hard worker,yes,no,Applications Developer
